color,size,region,x4,treatment,weight,label
red,medium,south,-0.1387158164053983,0,1.0,-1.2105051909602942
red,small,south,-0.6879215178470559,0,1.0,-2.908251676824527
blue,medium,west,-0.0980713232721415,0,1.0,0.8840242284808304
red,large,north,-1.1430407469411528,1,1.0,5.821239064914964
blue,medium,south,-0.7766678241292189,1,1.0,-2.936029191619963
blue,medium,south,1.313547358542137,1,1.0,-1.2468111222021516
red,medium,south,1.4660030637866073,0,1.0,-0.3502506239501056
red,large,west,-0.3764242344163734,0,1.0,1.3353644631726511
green,large,east,0.6014366456850461,1,1.0,0.3487330290244628
green,small,north,-1.1741029198238193,1,1.0,-0.5530936400554076
blue,medium,east,-0.17168776288651072,1,1.0,0.33073776576546277
red,small,east,0.4818020642160855,1,1.0,1.2767771054766
blue,medium,north,1.2636118538198537,0,1.0,1.8142551142664631
blue,medium,north,0.37500302323463847,0,1.0,-0.7006665043028932
red,large,west,-3.1343486292256997,0,1.0,0.635365693847762
red,large,north,0.22159327274901414,0,1.0,2.6287439285997354
green,large,north,-0.3439522714027771,0,1.0,1.211120811423581
blue,small,west,1.2621818847974793,0,1.0,-0.09602482671616752
green,large,east,0.6646908151062153,0,1.0,1.6352070447076357
red,large,east,-0.42683536901633595,0,1.0,0.5598160293879699
red,small,south,-1.818078671292563,1,1.0,-2.282948539367981
blue,medium,west,-0.03892889267178836,1,1.0,1.7070130992877512
blue,small,south,0.3628151722185869,1,1.0,-2.9796486998411833
red,large,west,-0.0829367362613826,1,1.0,2.761960756870507
red,medium,south,0.8285324237987064,1,1.0,0.5543241869736264
green,large,north,-0.4727314772468051,1,1.0,2.071581037312373
blue,large,west,-0.6211695264657574,1,1.0,1.5884680309566632
blue,large,east,-0.5413415621329182,1,1.0,0.6610090751338461
blue,large,north,-1.220993575175024,0,1.0,1.3084032545414446
blue,small,east,0.02160845224971991,0,1.0,-0.56400684513137
blue,small,south,0.8321716218466443,0,1.0,-1.196448394748252
green,large,north,0.7541110089608417,0,1.0,2.0071697782920714
blue,medium,east,0.7602579423630541,1,1.0,-0.10595666987423069
red,large,south,0.5872934105820455,1,1.0,0.4654737686949167
red,medium,west,1.1849725378782232,1,1.0,3.304733356412594
red,large,west,-0.24298281647607267,1,1.0,4.077674822202985
red,small,south,-0.6175392205780474,1,1.0,-1.1954577161501088
red,small,south,2.5949328386775794,0,1.0,0.0611171272147899
red,small,north,0.2649662742023217,0,1.0,0.029203777046117457
red,medium,west,-0.6754010154074155,1,1.0,2.678495617187411
blue,large,north,0.14928135222202404,0,1.0,3.3159879667198218
red,large,north,-0.3527267026613693,0,1.0,1.683786601521895
blue,small,south,1.6810192837332696,0,1.0,-1.510995341174127
blue,large,west,-0.2678512519469858,0,1.0,1.2791272716787352
green,medium,east,0.5087882127404305,1,1.0,-1.8436516414269684
green,large,south,1.7775205287396798,0,1.0,1.0279548448409694
red,small,north,0.42952150047771137,0,1.0,0.12710879796531022
red,large,north,-0.8431019422950091,0,1.0,1.8311308942875026
green,small,north,0.01600965258771684,0,1.0,0.3086868964035311
blue,small,south,-0.3840027876090539,0,1.0,-2.7605185874803086
green,small,west,-1.125995234631676,0,1.0,-1.4518244289469855
blue,large,south,-0.2914137635362496,0,1.0,1.0480925415248663
red,medium,north,0.13329518746400307,0,1.0,0.7654250477283612
blue,medium,south,-1.108843839607282,0,1.0,-0.3661498629217078
green,large,south,0.6674742670413522,0,1.0,0.38798377765741987
red,large,south,-0.46138602747877017,0,1.0,0.563660327889315
red,small,west,0.019246735954554724,0,1.0,0.41625001201901524
red,medium,south,-1.6829252421633587,1,1.0,-0.6033352073923375
green,small,south,1.0480901622943286,0,1.0,-1.494196728771349
red,small,south,-0.5385534194651526,1,1.0,-0.8710356793958929
blue,small,east,-0.75608188824953,0,1.0,-0.8531261432453608
blue,large,west,-1.7781280029557247,0,1.0,0.5512480779997415
red,small,south,1.1882680995405521,1,1.0,-0.6821165392782447
green,small,west,-0.6844731176917762,0,1.0,-0.5195965610865019
green,medium,west,-0.9555390731361617,1,1.0,-0.3641217891109775
red,medium,south,0.6567763033085431,1,1.0,-0.1244409667760934
red,large,south,-1.0799676498825768,1,1.0,1.1169912425058097
blue,small,north,0.1586720809793054,0,1.0,-0.7312937377055962
green,small,west,-0.0981365499674801,1,1.0,-1.8402180225954952
blue,large,west,0.0035943087761975802,0,1.0,0.6481370476485696
red,small,west,1.8044956813442299,1,1.0,2.3679366975361265
green,small,east,0.6324110498588473,0,1.0,-1.7644764449473704
blue,medium,south,0.8276791859904495,1,1.0,-1.3293854830632958
green,large,south,-0.43847956934816795,1,1.0,-2.324514158065297
green,medium,west,-0.6266133053104217,1,1.0,-0.7002174968836333
green,medium,north,0.1910014530676786,1,1.0,0.7482081685616894
blue,small,west,0.5964874083099205,0,1.0,-0.36458741982864473
green,medium,east,-0.2678851200145062,1,1.0,-1.798419422525293
red,small,east,0.9209271551462931,0,1.0,-1.0917971476681845
blue,medium,west,0.20494450259915814,1,1.0,1.524486721478405
blue,medium,south,-0.930746003146789,1,1.0,-2.368180071155215
green,small,north,-0.6585722197880273,0,1.0,-0.1037786843908779
red,small,west,-0.05028774345147777,0,1.0,-0.5567261301909515
blue,medium,north,-1.5625735656717612,0,1.0,0.6251481969549794
red,medium,east,-0.6816949549097904,1,1.0,1.5827138503656535
red,medium,west,1.8809992860305083,1,1.0,3.1940054012367267
green,small,east,-0.3406476236382784,1,1.0,-2.0737973886009016
red,large,south,-0.37989483008921576,1,1.0,0.6988870809187788
green,medium,south,0.9000074189559074,1,1.0,-3.221866966896954
blue,large,south,0.24652902600649956,1,1.0,-0.41198466740418016
green,medium,north,-2.6866372685228876,0,1.0,-0.3225687543706563
green,large,west,0.3906223712104466,1,1.0,0.2934439424775579
green,large,north,-0.2411559709248351,1,1.0,2.7948975709081463
green,large,west,-0.17176707933252033,1,1.0,0.8082804240455032
blue,medium,east,-0.20323379963804628,0,1.0,-0.8771402039571514
red,small,south,-0.3864337313721345,0,1.0,-1.5010278233214516
red,large,south,0.7005787853857334,0,1.0,0.4160795903790071
red,large,west,0.326735140141347,1,1.0,1.887507486448245
red,small,east,-0.019116689801832207,0,1.0,-1.4480804758501902
green,medium,west,-0.9540953182562306,0,1.0,0.7551399043543241
blue,large,east,-0.31270622018423805,0,1.0,0.6517530821051796
red,large,east,-1.7611816324422176,0,1.0,0.3092404206695613
green,large,south,-0.16631365261756678,0,1.0,-0.09676886497115189
blue,small,east,0.2458322319831019,0,1.0,-1.6740539228342362
red,large,west,0.9680237436603082,0,1.0,1.729153965457362
red,large,east,2.7787582848537955,1,1.0,4.813482501342685
blue,large,north,0.616353301919619,1,1.0,3.100402071655181
green,small,north,0.5117260380324289,0,1.0,-0.19673353354953876
blue,medium,east,0.38652146719246216,0,1.0,0.019773853035222527
red,medium,east,-0.9241601281987943,0,1.0,-0.19611278735299345
blue,small,south,-1.6453304686641799,0,1.0,-2.740268621498144
green,small,west,-0.23902077892962229,0,1.0,-0.6008528350279754
red,medium,west,-0.24587181298629743,1,1.0,1.5611139610368368
green,large,south,-0.7969269559692046,1,1.0,-2.3142101172219713
green,small,south,0.004550367456060502,1,1.0,-4.239294927745881
red,large,south,-0.6604260994802662,1,1.0,0.4121374691399535
blue,small,east,0.4173477604210643,0,1.0,-0.6732614114644805
green,large,east,0.6944022290004318,0,1.0,1.3334767555820082
blue,large,north,-0.8380738783543049,1,1.0,3.985653064301502
red,large,east,0.1633132662794095,0,1.0,0.5140228415575525
red,large,north,0.8952365455133852,1,1.0,4.702259238062788
green,large,south,1.2964670474686546,0,1.0,0.630287632504856
blue,medium,east,1.024605052254471,1,1.0,-0.0801515634123211
green,small,north,-0.13352747174146662,1,1.0,-0.20050476170095316
red,medium,north,-1.4762969499771494,1,1.0,3.6303281403390217
blue,medium,west,0.39722261127280034,0,1.0,0.1818415044761624
green,large,north,1.2484347190793414,1,1.0,2.9853263633079092
red,medium,north,-0.4567015108009689,0,1.0,0.2446442711142175
blue,large,south,-1.3121232116258545,1,1.0,-0.8310542996741767
blue,large,east,-0.34073933846637483,0,1.0,0.6844412884936781
green,small,west,-0.026942587649107647,1,1.0,-0.8468482783851857
green,large,north,-1.9481470196175976,1,1.0,2.1610154858005863
green,large,east,2.714211306767974,0,1.0,2.830704985003919
green,small,east,0.6412706827703705,1,1.0,-2.8124721478134216
red,large,east,0.8994254885081849,0,1.0,0.18991305306297424
green,medium,south,-2.09073063510415,1,1.0,-4.130842212906086
green,small,west,0.7304708416565054,1,1.0,-1.138970613658651
red,large,north,0.08306439780078356,1,1.0,5.354573155545008
green,small,west,-0.14753195409238393,0,1.0,-0.8759061864027398
blue,small,west,-0.03903151524967257,1,1.0,0.7137335369286104
blue,large,south,1.4014671507536018,1,1.0,0.7991067363071078
green,large,west,-0.36870585843218917,0,1.0,1.6071850462281443
green,small,north,-1.7547269671535408,1,1.0,-0.36838436059299534
red,large,north,0.09739943547327039,0,1.0,1.7542386277004387
red,large,south,-0.620961071968416,0,1.0,0.6479363099496518
blue,small,west,2.034942975531681,0,1.0,0.6630864927479078
green,medium,east,1.8352791800275836,0,1.0,0.8375107083327895
green,small,north,0.9357886639230788,1,1.0,0.09171770517390748
blue,small,west,0.748943505020204,0,1.0,-0.15529072885148854
green,small,west,0.23543402995295065,0,1.0,-0.8068132232650564
blue,large,south,-0.9956465173604916,1,1.0,-1.310632551648835
green,large,south,0.33975556101913523,1,1.0,-2.4581392135005737
green,large,east,0.18880544199226879,1,1.0,-0.6248343195779973
green,large,east,0.20734565234272337,1,1.0,0.12528125255258224
green,large,north,-0.5626882751884423,1,1.0,1.8250641010590583
green,large,south,-1.4888933688272796,1,1.0,-2.53913102055309
red,small,south,-0.7219150045175002,0,1.0,-1.8096477119372358
blue,large,south,-0.2886491844976138,1,1.0,-0.5759367272276233
red,small,east,-0.5284658087724964,0,1.0,-2.0079695125505728
green,small,south,1.5604544450343354,0,1.0,-1.1936190854405988
blue,medium,north,0.057925581159205916,1,1.0,3.6125608246258993
green,medium,east,-0.5448511124582168,1,1.0,-1.2069432701555285
blue,medium,south,-0.7293875279065216,0,1.0,-0.671323746246808
red,large,south,1.0789575300771748,1,1.0,0.9637386052524389
red,small,south,-0.23943310206080126,1,1.0,-1.517986911293829
green,large,south,1.6443950002893386,1,1.0,-1.4217600807162478
blue,large,north,0.7716708774049621,0,1.0,2.3774552577262416
green,small,north,0.5654590902910938,1,1.0,0.16922867461676383
red,medium,north,0.4233149089140441,1,1.0,3.90175330695149
red,medium,north,-0.8795800525587691,0,1.0,-0.08582992567393405
red,medium,east,-1.8159116708493184,0,1.0,-0.983220261553375
green,large,north,-0.34155146664110825,1,1.0,2.533645439989551
blue,medium,west,0.4893064303938596,1,1.0,1.3947474535005107
blue,medium,north,0.5041714717056079,1,1.0,3.4259845010379903
red,medium,west,-0.6226351507300104,0,1.0,0.2501717716702334
red,small,east,-0.42954825493362647,1,1.0,1.4939802100492938
blue,medium,south,1.3925743108187896,1,1.0,-1.5529603722825418
blue,large,south,-0.3049394883401265,0,1.0,-0.27406246070476464
green,medium,west,0.6984167596395329,1,1.0,-0.7638530162737531
blue,small,east,1.5733278821967394,0,1.0,0.6651851317555197
green,small,east,-0.24222676527111572,0,1.0,-1.437178079430429
green,medium,north,-0.2439656267855041,1,1.0,1.504719397022033
red,small,south,-0.4772830571026298,0,1.0,-2.0069193487134847
blue,medium,west,1.2783262948506813,1,1.0,1.7905139314881016
blue,medium,west,-0.8368270137925313,0,1.0,-0.46940600013034645
blue,medium,east,1.2450572592302576,1,1.0,0.8363674630195772
red,medium,north,-0.30290942352566586,1,1.0,4.632579381894874
red,small,south,1.8352919936457222,0,1.0,-0.9340896484800438
red,large,north,-0.5160822191417347,1,1.0,4.927470776759543
red,medium,east,0.1704585615247876,1,1.0,1.8854986010623427
green,large,north,1.258232127329305,1,1.0,2.441631106883641
green,small,north,0.09399027516151563,1,1.0,0.16819347179359195
red,medium,west,0.7757007247474512,1,1.0,3.8035978138625004
blue,small,north,1.9001841776753523,1,1.0,2.3127325136666728
blue,medium,north,0.1854254000051686,1,1.0,2.3411454932889506
blue,large,north,1.1495809639650465,0,1.0,1.7333497528136534
red,medium,south,-0.9086016218045904,0,1.0,-1.0617950120478354
blue,small,north,0.23595943737694403,0,1.0,0.17677999999348393
red,small,north,-0.9969753242209154,0,1.0,-1.4033998625396866
green,large,north,-0.9245084458162922,0,1.0,1.4666717180269304
blue,large,south,-0.7589000006624265,1,1.0,-0.3241495826277877
green,medium,north,0.739380019120338,0,1.0,0.9889397326144096
blue,large,east,-0.5959155921502903,1,1.0,1.6169265587447121
blue,small,south,-0.4744696494819845,0,1.0,-1.9797538092551055
blue,large,north,-0.45843623380751247,1,1.0,3.593692657903674
green,medium,north,1.2870166405271182,0,1.0,1.1045648441034503
green,medium,east,0.0322343240181864,1,1.0,-1.1747607545945682
blue,medium,south,2.1438439045637296,1,1.0,-1.3560002867027638
green,large,south,-0.46646909640660933,0,1.0,-0.9407825882873662
green,large,north,1.9196851039508234,0,1.0,1.633832070942232
green,medium,north,0.5259019045940179,1,1.0,1.8695465868212817
blue,medium,west,-1.68234636355836,1,1.0,0.18705791917088677
green,medium,north,-0.7601482523292624,1,1.0,1.341919507550094
green,large,east,0.20558507633812872,0,1.0,0.4353447020073783
red,medium,north,0.8510130150990648,1,1.0,4.624701680298166
red,small,south,-1.318763158633011,0,1.0,-1.8441357359852601
blue,medium,south,-0.4213100094105461,1,1.0,-1.7270275357801366
green,small,west,0.958619949649935,1,1.0,-0.13428231998055074
blue,medium,north,-0.8351365599255656,0,1.0,0.08220815841484158
green,large,east,-0.4509788108802505,0,1.0,0.5500263909315433
red,medium,north,1.4318871803938977,0,1.0,1.5252976387849495
red,large,south,0.8241018170255235,1,1.0,0.49257652767682936
blue,small,north,-0.6455052212479673,0,1.0,-0.9110555302551722
blue,small,north,1.4527887105253228,1,1.0,1.8932704249473615
blue,small,west,-0.4881986520348114,1,1.0,-0.16298857862309035
red,small,north,0.5801811363377665,1,1.0,3.0295151009477133
red,small,south,-1.3619273102617924,1,1.0,-0.9354265592755091
blue,large,south,1.3067085384317996,1,1.0,-0.543515830246316
blue,small,east,-0.020130129211453733,0,1.0,-1.3457846192763578
blue,large,south,1.252944996075583,0,1.0,1.1592616749754696
red,medium,west,0.11909752899036158,1,1.0,3.023572220055557
blue,medium,north,0.3355211840661895,1,1.0,2.3938992089557822
blue,large,south,0.47122140620916403,1,1.0,-0.18932322010879082
blue,large,east,-0.34833931884705227,0,1.0,0.9384257799749425
red,large,north,0.05495743770618988,1,1.0,4.862954593412674
red,large,east,-0.6325796253835791,1,1.0,2.890773476385887
green,small,north,1.57515968210429,0,1.0,0.7880480263236279
red,medium,south,-1.5755506514215099,0,1.0,-0.8017283113440965
blue,medium,west,-0.8973933327856668,0,1.0,-0.47808640254724716
red,medium,east,1.2557114863471623,0,1.0,0.27138836452230847
blue,medium,east,-0.13235257803207487,1,1.0,0.1952997535126777
blue,small,south,0.7702869219036395,1,1.0,-2.2615303180550255
blue,large,south,2.1290142544718575,0,1.0,0.39118761861608614
blue,medium,east,-0.025969524425492777,0,1.0,-0.4472394946083866
blue,large,west,-1.6576729054805681,0,1.0,0.600452198155732
blue,medium,north,0.998842958418345,0,1.0,2.264966914652694
blue,small,south,-1.0656983238461173,1,1.0,-4.079865137114468
red,medium,north,-1.4864732740828057,0,1.0,0.0885697519719412
red,small,east,1.1351970469990853,1,1.0,1.3535333094961066
green,medium,south,-0.06813029761579653,1,1.0,-3.050118825645815
green,large,east,1.1928303743464204,1,1.0,0.3258267597375818
red,medium,south,0.004846318330270481,0,1.0,-0.4940826594419707
green,large,south,0.37152915862421726,0,1.0,-0.2553893037877152
red,medium,south,-1.7088410284745639,1,1.0,-2.1390424672507296
green,small,east,-0.9289000775683911,0,1.0,-1.4463394396564562
blue,medium,north,-0.5452971994911825,1,1.0,2.2407295953626925
green,small,east,-0.8252717316717609,0,1.0,-0.948937211977516
red,small,west,0.7916177405724578,0,1.0,-0.3760183643803656
red,small,west,-1.2228748907531681,1,1.0,-0.23420257212897067
red,small,north,2.213160422569838,1,1.0,3.743414939245355
red,small,south,1.7663871172538446,0,1.0,-1.5285612650035556
red,large,south,-0.5613449822255338,0,1.0,0.22113352282892965
green,small,east,-0.2652495525192477,0,1.0,-1.5716188786350136
red,medium,east,0.5294585396484668,1,1.0,1.9490524577708006
red,large,east,-0.6904176062150773,1,1.0,3.5552435177960504
red,small,south,-0.02801705422696709,0,1.0,-1.9090838244145225
green,medium,east,0.8430253526557767,0,1.0,0.4407838096648792
green,small,north,-0.19517504490952942,1,1.0,-0.18402498320845845
green,small,north,1.3745853358136755,0,1.0,-0.3612025150361796
green,medium,south,1.8062496719654266,0,1.0,0.6435610719520124
blue,small,south,0.3174731394973178,0,1.0,-1.652272201321076
blue,medium,east,-1.6302617379482025,0,1.0,-0.4773085047115447
blue,medium,east,-0.325564624376268,1,1.0,0.06410643850598374
green,large,west,-2.176290633454066,0,1.0,1.0855143461153154
green,small,south,-0.17380219448389625,1,1.0,-4.471731279130575
green,large,east,-1.0104234060404553,1,1.0,0.05896565117956526
green,large,north,-0.5047341181886101,1,1.0,2.3018782645635474
blue,large,east,0.9035687221846314,1,1.0,1.143548163953342
blue,large,west,0.3837867142736876,1,1.0,3.538477770462379
blue,small,south,-0.47718617329510493,0,1.0,-1.5767837127085442
red,large,west,0.08090029755630922,1,1.0,3.7358907756911837
green,medium,east,-0.42466101662613903,1,1.0,-1.1057894541996538
green,large,north,-0.05486892373594839,1,1.0,2.375237114629947
green,large,north,-2.082658137106099,0,1.0,0.160306305020102
red,small,south,0.6695152353169038,0,1.0,-1.2031998155851362
blue,medium,south,1.8194210442591598,0,1.0,0.5481053341385221
green,medium,east,0.3809276999917097,1,1.0,-0.8025458013364646
blue,medium,east,0.23118245716293914,1,1.0,-0.05677782987284763
red,medium,east,-2.046367505656048,0,1.0,-0.842285360648722
blue,medium,west,-2.127257435679539,1,1.0,-0.1995898863743374
red,large,north,1.2669739462448981,1,1.0,5.601645660121078
blue,large,east,-1.9620168738872246,1,1.0,1.0471495724104694
green,large,west,1.0945029163218518,0,1.0,1.3497680330956143
red,small,west,-1.2288559329548459,0,1.0,-1.4084167781039505
red,small,east,0.501626776073367,0,1.0,-1.9393880912328063
blue,medium,east,0.633881927570559,1,1.0,-0.13204655065270232
blue,small,east,-0.5927318678805361,1,1.0,-0.40879155265192985
red,small,south,-0.8570404313904745,0,1.0,-2.5902588102609148
blue,medium,south,-1.3394824146813353,1,1.0,-1.9547405474866997
green,small,south,1.279301622352612,1,1.0,-3.60335913260525
blue,medium,south,0.2574862608381349,0,1.0,-0.8431575979555959
red,small,east,0.09894408848686005,0,1.0,-1.8871406765719554
red,medium,west,0.35801745752522973,0,1.0,0.20402837220525016
green,medium,south,-0.3405406521281125,1,1.0,-2.3181327077560434
blue,small,south,-1.2043573778918537,1,1.0,-2.7968099260925587
red,medium,west,1.0866977593173763,1,1.0,2.506095409382832
green,large,west,0.8874252947846105,1,1.0,1.3553206096315233
blue,medium,west,0.4060043773482123,0,1.0,-0.40102590909014296
blue,small,south,-0.190287923363338,0,1.0,-1.8837744296721828
green,medium,north,1.2172896025860482,0,1.0,0.2953778613635497
green,large,north,0.5492010223619467,0,1.0,2.165107030282674
green,medium,south,-0.8668138480847071,1,1.0,-3.8279746962967107
blue,medium,south,1.149438272886768,1,1.0,-2.024875707226969
blue,medium,west,-1.3340191494908775,0,1.0,0.5270512143410916
green,medium,west,0.4578045122620301,0,1.0,-0.14321965523964975
blue,large,west,0.012478865948867955,1,1.0,2.9998799864443084
green,small,south,1.419246298472249,1,1.0,-3.7128539622781065
blue,small,east,-0.2943032616626417,0,1.0,-1.1865212832290335
red,medium,east,-0.2943511670136039,1,1.0,2.2874120284924038
red,small,west,-0.01661319783656218,0,1.0,-1.0001225868393973
blue,large,south,1.8009904947719784,0,1.0,1.3316845268982906
green,large,west,-1.011690198676681,0,1.0,0.3245507098727589
red,small,north,-1.4872953154313358,1,1.0,2.682213522769789
blue,large,west,0.2858883294161058,0,1.0,0.902323569103862
blue,medium,west,1.026637293775687,0,1.0,1.7416541978446607
blue,large,west,-0.1577103808971484,1,1.0,2.743784245955776
blue,medium,south,-0.37668880747023403,1,1.0,-2.111501889318579
red,small,north,-0.934882964547318,0,1.0,-0.8630902727378069
green,small,east,0.36485981520477206,1,1.0,-1.4955608857397809
red,large,north,0.43121892058067124,1,1.0,5.171494194656566
blue,large,west,0.917034401841588,0,1.0,1.8298642217334846
red,large,north,0.12947067618673821,1,1.0,4.373176000920097
blue,small,south,-0.16187898618557472,1,1.0,-2.9075405094821756
blue,small,west,-0.555987104083767,0,1.0,-0.850716550146751
green,medium,south,-1.0949808535931649,0,1.0,-0.8323931405998031
blue,large,south,-0.09743605513256927,0,1.0,0.1665980563498533
red,medium,south,-0.09663300715313847,1,1.0,0.7084721003719048
green,small,north,1.2445728601923067,0,1.0,-0.06385596421815662
blue,medium,north,-0.7757823375324903,0,1.0,0.5978280989080766
red,large,east,0.40777376928681897,1,1.0,4.388951448883221
blue,medium,north,0.5634504835980471,1,1.0,2.5195763858897906
red,large,west,-1.0209229896406653,0,1.0,1.1425084786857878
green,large,west,0.016533943554071846,0,1.0,0.9216117653809158
blue,large,south,0.8921740156516582,0,1.0,-0.09879045467542935
blue,large,north,-0.294665587904927,0,1.0,1.7181740909216783
red,small,east,0.665651740766066,1,1.0,1.1867416168605565
green,small,south,-0.5929568414792716,0,1.0,-1.7940147555883494
blue,small,east,-0.4490762162762691,1,1.0,-0.046638836178505394
